Survey ID,Room Rate Clean,Room Number Clean,Room Type Clean,Survey language,Arrival Date,Departure Date,Loyalty Program Tier,Mobile Check-In,Intent to Recommend (Property),Cleanliness,Staff Service,Food and Beverage,Maintenance and Upkeep,Design and Décor,Overall Score
16938,107,1117,GD,English,1/14/2017,1/15/2017,Member,Yes,10,,,,,,5
16939,194,1520,CK,English,1/12/2017,1/16/2017,Non-Member,No,8,,,,,,4
16940,147.6,524,GK,English,1/14/2017,1/16/2017,Member,No,10,,,,,,5
16941,113,1215,GD,English,1/13/2017,1/14/2017,Silver,No,9,,,,,,4.5
16942,105,502,GK,English,1/7/2017,1/14/2017,Member,No,10,,,,,,5
16943,161,1403,GD,English,1/14/2017,1/15/2017,Member,No,10,,,,,,5
16948,132,921,GD,English,1/14/2017,1/15/2017,Silver,No,9,,,,,,4.5
16950,129,711,GD,English,1/6/2017,1/8/2017,Member,No,10,,,,,,5
16951,129,909,PS,English,1/12/2017,1/15/2017,Platinum,No,9,,,,,,4.5
16952,131,1620,CK,English,1/11/2017,1/13/2017,Platinum,No,10,,,,,,5
16953,146,310,GD,English,1/12/2017,1/13/2017,Gold,No,9,,,,,,4.5
16955,142.67,1612,CD,English,1/8/2017,1/13/2017,Platinum,Yes,10,,,,,,5
16956,138.5,510,GD,English,1/11/2017,1/14/2017,Member,No,10,,,,,,5
16958,162,1022,GK,English,1/8/2017,1/12/2017,Gold,Yes,9,,,,,,4.5
16959,143,1518,CK,English,1/9/2017,1/10/2017,Gold,Yes,10,,,,,,5
16960,113,1422,GK,English,1/6/2017,1/8/2017,Silver,No,8,,,,,,4
16966,125,904,GK,English,1/9/2017,1/13/2017,Platinum,Yes,9,,,,,,4.5
16967,139,824,GK,English,1/9/2017,1/13/2017,Gold,Yes,10,,,,,,5
16969,138.5,1105,GD,English,1/9/2017,1/13/2017,Silver,No,10,,,,,,5
16970,139,1006,GD,English,1/11/2017,1/12/2017,Member,No,10,,,,,,5
16971,125,1007,GD,English,1/10/2017,1/12/2017,Gold,No,9,,,,,,4.5
16973,134,1017,GD,English,1/4/2017,1/11/2017,Member,No,9,,,,,,4.5
16974,159,803,GK,English,1/9/2017,1/11/2017,Gold,Yes,8,,,,,,4
16979,101,1114,GD,English,1/5/2017,1/6/2017,Non-Member,No,10,,,,,,5
16981,110,1203,GK,English,1/6/2017,1/7/2017,Gold,Yes,8,,,,,,4
16983,126,1611,CD,English,1/8/2017,1/9/2017,Platinum,No,9,,,,,,4.5
16984,119.5,923,GD,English,1/7/2017,1/9/2017,Member,No,8,,,,,,4
16985,139,1512,CK,English,1/3/2017,1/5/2017,Gold,Yes,10,,,,,,5
16987,107,1001,GK,English,1/6/2017,1/8/2017,Member,No,10,,,,,,5
16988,125.67,708,GD,English,1/5/2017,1/8/2017,Member,No,9,,,,,,4.5
16990,110,1024,GK,English,1/5/2017,1/6/2017,Non-Member,No,10,,,,,,5
16991,115,1205,GD,English,1/5/2017,1/7/2017,Silver,No,10,,,,,,5
16995,138.5,406,GD,English,12/31/2016,1/2/2017,Member,Yes,8,,,,,,4
16998,107,808,GD,English,1/4/2017,1/6/2017,Member,No,10,,,,,,5
16999,149,1706,CK,English,1/4/2017,1/6/2017,Gold,No,10,,,,,,5
17001,170,1516,CK,English,12/31/2016,1/1/2017,Silver,No,9,,,,,,4.5
17002,149,1224,GK,English,12/31/2016,1/2/2017,Non-Member,No,7,,,,,,3.5
17004,139,724,GK,English,12/26/2016,12/31/2016,Silver,No,9,,,,,,4.5
17006,125,721,GD,English,1/3/2017,1/5/2017,Platinum,No,8,,,,,,4
17007,107,1201,GK,English,12/28/2016,12/30/2016,Member,No,10,,,,,,5
17008,117,603,GK,English,1/1/2017,1/2/2017,Member,No,10,,,,,,5
17010,184,1205,GD,English,12/31/2016,1/1/2017,Silver,No,8,,,,,,4
17011,135.33,417,GD,English,12/31/2016,1/3/2017,Non-Member,No,5,,,,,,2.5
17012,116,1401,GK,English,1/2/2017,1/2/2017,Member,No,5,,,,,,2.5
17016,165.67,1415,PS,English,12/28/2016,1/1/2017,Silver,No,1,,,,,,0.5
17017,139,1503,CK,English,12/31/2016,1/2/2017,Member,No,2,,,,,,1
17018,202,1724,CK,English,12/29/2016,12/31/2016,Member,Yes,10,,,,,,5
17020,124,514,GD,English,12/30/2016,12/31/2016,Member,No,10,,,,,,5
17021,98,824,GK,English,12/29/2016,12/30/2016,Gold,No,8,,,,,,4
17022,152,521,GD,English,12/17/2016,12/19/2016,Member,No,8,,,,,,4
17023,115,1425,GK,English,12/24/2016,12/26/2016,Silver,No,2,,,,,,1
17037,83,305,GD,English,12/23/2016,12/26/2016,Gold,Yes,10,,,,,,5
17038,131,1501,CK,English,12/17/2016,12/21/2016,Member,No,5,,,,,,2.5
17040,139.67,1115,GD,English,12/25/2016,12/29/2016,Silver,No,8,,,,,,4
17041,146.33,1024,GK,English,12/25/2016,12/28/2016,Gold,No,5,,,,,,2.5
17042,107,904,GK,English,12/28/2016,12/29/2016,Member,No,7,,,,,,3.5
17043,169,1015,GD,English,12/25/2016,12/28/2016,Member,No,10,,,,,,5
17044,179,1724,CK,English,12/27/2016,12/28/2016,Platinum,Yes,7,,,,,,3.5
17045,101,803,GK,English,12/23/2016,12/26/2016,Silver,No,9,,,,,,4.5
17046,149,1615,CK,English,12/22/2016,12/24/2016,Platinum,No,9,,,,,,4.5
17048,136,821,GD,English,12/25/2016,12/28/2016,Member,Yes,10,,,,,,5
17049,185,1722,CK,English,12/27/2016,12/28/2016,Platinum,No,1,,,,,,0.5
17050,141,1420,GD,English,12/26/2016,12/28/2016,Silver,No,8,,,,,,4
17051,142.33,619,GD,English,12/21/2016,12/26/2016,Member,No,9,,,,,,4.5
17056,126,1722,CK,English,12/25/2016,12/26/2016,Platinum,No,4,,,,,,2
17057,123,725,GK,English,12/24/2016,12/25/2016,Member,No,9,,,,,,4.5
17058,125,504,GK,English,12/11/2016,12/16/2016,Non-Member,No,10,,,,,,5
17059,129,425,GK,English,12/17/2016,12/18/2016,Non-Member,No,10,,,,,,5
17060,149,722,GK,English,12/15/2016,12/16/2016,Member,No,10,,,,,,5
17061,89.25,722,GK,English,12/23/2016,12/25/2016,Silver,No,9,,,,,,4.5
17062,129.5,512,GK,English,12/17/2016,12/19/2016,Member,No,10,,,,,,5
17063,121.5,1415,PS,English,12/20/2016,12/22/2016,Platinum,No,10,,,,,,5
17064,108,1420,GD,English,12/21/2016,12/22/2016,Platinum,Yes,9,,,,,,4.5
17068,147.6,922,GK,English,12/17/2016,12/19/2016,Member,No,10,,,,,,5
17070,149,312,GK,English,12/13/2016,12/17/2016,Member,No,2,,,,,,1
17072,149,612,GK,English,12/13/2016,12/16/2016,Member,Yes,10,,,,,,5
17074,121,1411,GD,English,12/16/2016,12/18/2016,Silver,No,10,,,,,,5
17075,129,304,GK,English,12/13/2016,12/15/2016,Gold,No,7,,,,,,3.5
17076,159,323,GK,English,12/13/2016,12/16/2016,Member,No,5,,,,,,2.5
17078,142,618,GD,English,12/17/2016,12/18/2016,Member,No,10,,,,,,5
17082,169.67,1723,CK,English,11/28/2016,12/21/2016,Platinum,Yes,8,,,,,,4
17086,140.5,1721,CK,English,12/18/2016,12/20/2016,Platinum,Yes,10,,,,,,5
17087,134,719,GD,English,12/14/2016,12/16/2016,Silver,Yes,3,,,,,,1.5
17089,159,1702,CK,English,12/18/2016,12/19/2016,Non-Member,No,10,,,,,,5
17090,152,1422,GK,English,12/17/2016,12/19/2016,Member,No,7,,,,,,3.5
17092,129,1610,CK,English,12/18/2016,12/19/2016,Platinum,Yes,7,,,,,,3.5
17097,143,520,GD,English,12/17/2016,12/18/2016,Member,No,10,,,,,,5
17098,137,906,GD,English,12/17/2016,12/18/2016,Member,No,4,,,,,,2
17100,169,1702,CK,English,12/17/2016,12/18/2016,Non-Member,No,6,,,,,,3
17101,125,721,GD,English,12/16/2016,12/18/2016,Member,No,10,,,,,,5
17103,123,1106,GD,English,12/17/2016,12/18/2016,Silver,Yes,3,,,,,,1.5
17104,134,1511,CD,English,12/13/2016,12/14/2016,Platinum,No,7,,,,,,3.5
17107,156.5,1705,CK,English,12/11/2016,12/15/2016,Platinum,Yes,10,,,,,,5
17108,149,602,GK,English,12/11/2016,12/17/2016,Non-Member,No,8,,,,,,4
17109,126,621,GD,English,12/11/2016,12/12/2016,Non-Member,No,10,,,,,,5
17110,136,1711,ES,English,12/12/2016,12/13/2016,Platinum,No,7,,,,,,3.5
17111,99,305,GD,English,12/13/2016,12/14/2016,Non-Member,No,8,,,,,,4
17112,125,1407,HS,English,12/4/2016,12/9/2016,Platinum,No,10,,,,,,5
17113,149,1621,CK,English,12/9/2016,12/13/2016,Platinum,Yes,10,,,,,,5
17118,169,711,GD,English,12/14/2016,12/15/2016,Silver,No,10,,,,,,5
17121,123,1620,CK,English,12/10/2016,12/11/2016,Member,No,10,,,,,,5
17125,123,1222,GK,English,12/9/2016,12/10/2016,Member,No,10,,,,,,5
17127,129,1422,GK,English,12/6/2016,12/7/2016,Member,No,5,,,,,,2.5
17129,55,211,GD,English,12/9/2016,12/11/2016,Gold,No,10,,,,,,5
17130,129,812,GK,English,12/8/2016,12/10/2016,Member,No,6,,,,,,3
17131,159,1423,GD,English,12/10/2016,12/11/2016,Member,No,10,,,,,,5
17132,127.5,910,GD,English,12/6/2016,12/11/2016,Member,No,7,,,,,,3.5
17134,199,1206,GD,English,12/7/2016,12/8/2016,Member,No,4,,,,,,2
17135,126,1402,GK,English,12/8/2016,12/9/2016,Member,Yes,9,,,,,,4.5
17136,149,1714,CD,English,12/7/2016,12/8/2016,Platinum,Yes,3,,,,,,1.5
17138,149,920,GD,English,11/25/2016,11/27/2016,Non-Member,No,10,,,,,,5
17140,146,1012,GK,English,12/7/2016,12/9/2016,Gold,Yes,8,,,,,,4
17142,134,1606,CK,English,12/6/2016,12/7/2016,Gold,Yes,10,,,,,,5
17145,257,724,GK,English,12/1/2016,12/4/2016,Member,No,8,,,,,,4
17146,127,1423,GD,English,12/7/2016,12/8/2016,Member,No,10,,,,,,5
17147,125,1006,GD,English,12/7/2016,12/8/2016,Silver,No,9,,,,,,4.5
17148,157,523,GK,English,11/30/2016,12/2/2016,Non-Member,No,7,,,,,,3.5
17149,294,1702,CK,English,12/2/2016,12/3/2016,Gold,No,10,,,,,,5
17150,289,1009,PS,English,12/2/2016,12/7/2016,Member,No,8,,,,,,4
17152,241.67,905,GD,English,11/30/2016,12/7/2016,Platinum,No,2,,,,,,1
17153,339,1420,GD,English,12/2/2016,12/4/2016,Platinum,Yes,8,,,,,,4
17155,260,821,GD,English,12/3/2016,12/4/2016,Non-Member,No,9,,,,,,4.5
17157,149,1423,GD,English,11/24/2016,11/26/2016,Non-Member,No,10,,,,,,5
17159,351,611,GD,English,12/3/2016,12/4/2016,Silver,No,9,,,,,,4.5
17160,175.5,419,GD,English,11/30/2016,12/2/2016,Member,No,7,,,,,,3.5
17162,204.67,219,GD,English,11/30/2016,12/4/2016,Silver,No,9,,,,,,4.5
17164,149,906,GD,English,12/2/2016,12/4/2016,Silver,Yes,9,,,,,,4.5
17166,64.5,318,GD,English,11/24/2016,11/26/2016,Member,No,10,,,,,,5
17167,149,1012,GK,English,11/25/2016,11/27/2016,Member,No,7,,,,,,3.5
17168,117,1004,GK,English,11/24/2016,11/29/2016,Member,No,10,,,,,,5
17169,125,922,GK,English,11/28/2016,12/2/2016,Silver,Yes,10,,,,,,5
17170,129,407,GD,English,11/30/2016,12/2/2016,Gold,No,10,,,,,,5
17171,159,1116,GD,English,11/27/2016,12/2/2016,Silver,No,9,,,,,,4.5
17172,149,1525,CK,English,11/27/2016,12/2/2016,Platinum,Yes,10,,,,,,5
17173,129,1114,GD,English,11/24/2016,11/27/2016,Non-Member,No,10,,,,,,5
17174,116,1408,GD,English,11/23/2016,11/25/2016,Member,No,10,,,,,,5
17175,131,1520,CK,English,11/25/2016,11/26/2016,Gold,No,7,,,,,,3.5
17176,144,1202,GK,English,11/26/2016,11/27/2016,Silver,No,10,,,,,,5
17177,119,1224,GK,English,11/24/2016,11/25/2016,Member,No,8,,,,,,4
17179,123.5,625,GK,English,11/24/2016,11/26/2016,Member,Yes,10,,,,,,5
17180,101,519,GD,English,11/27/2016,11/29/2016,Member,No,10,,,,,,5
17182,108.5,1108,GD,English,11/22/2016,11/25/2016,Non-Member,No,8,,,,,,4
17183,149,1420,GD,English,11/25/2016,11/27/2016,Member,No,9,,,,,,4.5
17184,119,425,GK,English,11/24/2016,11/26/2016,Member,No,6,,,,,,3
17186,122,1502,CK,English,11/19/2016,11/20/2016,Gold,No,10,,,,,,5
17187,134,909,PS,English,11/24/2016,11/27/2016,Gold,No,8,,,,,,4
17188,149,921,GD,English,11/25/2016,11/27/2016,Non-Member,No,10,,,,,,5
17189,129,411,GD,English,11/25/2016,11/27/2016,Silver,No,10,,,,,,5
17190,149,220,GD,English,11/25/2016,11/27/2016,Member,No,5,,,,,,2.5
17191,149,1421,GD,English,11/25/2016,11/27/2016,Member,No,9,,,,,,4.5
17195,129,1210,GD,English,11/24/2016,11/27/2016,Member,No,1,,,,,,0.5
17196,111.5,822,GK,English,11/23/2016,11/26/2016,Member,No,10,,,,,,5
17197,109,1608,CK,English,11/21/2016,11/23/2016,Platinum,No,4,,,,,,2
17198,110,1022,GK,English,11/18/2016,11/20/2016,Silver,No,9,,,,,,4.5
17200,156,1711,ES,English,11/20/2016,11/22/2016,Platinum,No,9,,,,,,4.5
17201,123.5,407,GD,English,11/24/2016,11/26/2016,Gold,Yes,5,,,,,,2.5
17202,144,1224,GK,English,11/25/2016,11/26/2016,Member,No,2,,,,,,1
17203,132,304,GK,English,11/25/2016,11/26/2016,Silver,No,1,,,,,,0.5
17204,116,1019,GD,English,11/20/2016,11/21/2016,Non-Member,No,7,,,,,,3.5
17205,149,1005,GD,English,11/13/2016,11/19/2016,Platinum,Yes,8,,,,,,4
17206,118,906,GD,English,11/18/2016,11/20/2016,Non-Member,No,1,,,,,,0.5
17207,110,910,GD,English,11/19/2016,11/20/2016,Non-Member,No,10,,,,,,5
17210,172.33,902,GK,English,11/15/2016,11/18/2016,Platinum,No,10,,,,,,5
17215,123,1504,CK,English,11/18/2016,11/19/2016,Member,No,9,,,,,,4.5
17216,116,1507,HS,English,11/22/2016,11/23/2016,Platinum,No,10,,,,,,5
17217,109,1003,GK,English,11/20/2016,11/23/2016,Member,No,3,,,,,,1.5
17218,116,1005,GD,English,11/21/2016,11/23/2016,Member,Yes,4,,,,,,2
17222,109,411,GD,English,11/19/2016,11/20/2016,Non-Member,No,7,,,,,,3.5
17223,125,703,GK,English,11/20/2016,11/22/2016,Member,No,9,,,,,,4.5
17225,161,1221,GD,English,11/13/2016,11/16/2016,Gold,Yes,9,,,,,,4.5
17226,145,819,GD,English,11/8/2016,11/10/2016,Member,No,10,,,,,,5
17229,122,908,GD,English,11/18/2016,11/20/2016,Non-Member,No,4,,,,,,2
17232,106,607,GD,English,11/7/2016,11/9/2016,Non-Member,No,8,,,,,,4
17234,149,1622,CK,English,11/10/2016,11/14/2016,Platinum,Yes,8,,,,,,4
17235,161,603,GK,English,11/14/2016,11/15/2016,Gold,No,10,,,,,,5
17236,135,1019,GD,English,11/4/2016,11/7/2016,Member,No,6,,,,,,3
17237,149,1202,GK,English,11/15/2016,11/18/2016,Platinum,Yes,9,,,,,,4.5
17239,179,1016,GD,English,11/13/2016,11/14/2016,Non-Member,No,10,,,,,,5
17240,173.33,908,GD,English,11/10/2016,11/14/2016,Silver,No,8,,,,,,4
17241,183.6,1515,PS,English,11/14/2016,11/18/2016,Member,No,3,,,,,,1.5
17242,211.5,1101,GK,English,11/12/2016,11/14/2016,Member,No,10,,,,,,5
17244,159,510,GD,English,11/7/2016,11/9/2016,Member,No,10,,,,,,5
17245,129,312,GK,English,11/8/2016,11/10/2016,Member,No,5,,,,,,2.5
17246,179,916,GD,English,11/12/2016,11/13/2016,Non-Member,No,8,,,,,,4
17251,175,1224,GK,English,11/16/2016,11/17/2016,Gold,Yes,9,,,,,,4.5
17252,159,625,GK,English,11/11/2016,11/12/2016,Member,No,8,,,,,,4
17253,156,511,GD,English,11/7/2016,11/11/2016,Member,No,7,,,,,,3.5
17254,160.5,1504,CK,English,11/8/2016,11/16/2016,Gold,No,8,,,,,,4
17255,146,925,GK,English,11/8/2016,11/11/2016,Gold,No,8,,,,,,4
17256,175,1507,HS,English,11/15/2016,11/16/2016,Silver,No,8,,,,,,4
17257,172.5,917,GD,English,11/11/2016,11/14/2016,Non-Member,No,10,,,,,,5
17263,161,1723,CK,English,11/14/2016,11/15/2016,Platinum,No,5,,,,,,2.5
17268,156.33,404,GK,English,11/11/2016,11/14/2016,Member,No,10,,,,,,5
17269,141.5,1018,GD,English,11/10/2016,11/12/2016,Non-Member,No,10,,,,,,5
17270,149,904,GK,English,11/11/2016,11/14/2016,Member,No,10,,,,,,5
17271,172.5,1423,GD,English,11/12/2016,11/14/2016,Member,Yes,7,,,,,,3.5
17275,180,915,GD,English,11/9/2016,11/13/2016,Member,No,8,,,,,,4
17276,179,1417,GK,English,11/12/2016,11/13/2016,Silver,No,8,,,,,,4
17278,187,803,GK,English,11/9/2016,11/13/2016,Silver,No,9,,,,,,4.5
17280,149,225,GK,English,11/1/2016,11/4/2016,Non-Member,No,7,,,,,,3.5
17281,147.6,722,GK,English,11/4/2016,11/7/2016,Member,No,8,,,,,,4
17282,153.5,621,GD,English,11/4/2016,11/7/2016,Member,No,7,,,,,,3.5
17283,147.6,802,GK,English,11/4/2016,11/7/2016,Member,No,10,,,,,,5
17284,125,402,GK,English,10/30/2016,11/4/2016,Non-Member,No,10,,,,,,5
17286,151,1105,GD,English,11/6/2016,11/8/2016,Non-Member,No,7,,,,,,3.5
17287,164.5,202,GK,English,11/5/2016,11/7/2016,Member,No,10,,,,,,5
17289,148.5,316,GD,English,11/10/2016,11/12/2016,Member,No,10,,,,,,5
17292,143,1217,GD,English,11/7/2016,11/8/2016,Silver,No,7,,,,,,3.5
17294,134,1217,GD,English,11/8/2016,11/10/2016,Platinum,No,9,,,,,,4.5
17295,174.5,725,GK,English,11/8/2016,11/12/2016,Silver,No,7,,,,,,3.5
17298,166,1414,GD,English,11/9/2016,11/10/2016,Non-Member,No,9,,,,,,4.5
17299,147.6,1003,GK,English,11/4/2016,11/6/2016,Silver,Yes,4,,,,,,2
17301,147.6,611,GD,English,11/5/2016,11/7/2016,Non-Member,No,8,,,,,,4
17303,144,708,GD,English,11/4/2016,11/7/2016,Member,No,10,,,,,,5
17304,140,506,GD,English,11/5/2016,11/6/2016,Member,No,9,,,,,,4.5
17305,161,1218,GD,English,11/7/2016,11/9/2016,Member,No,9,,,,,,4.5
17306,139,1515,PS,English,10/30/2016,11/6/2016,Platinum,No,10,,,,,,5
17307,149,617,GD,English,11/5/2016,11/6/2016,Non-Member,No,9,,,,,,4.5
17308,147.5,1002,GK,English,11/5/2016,11/8/2016,Non-Member,No,9,,,,,,4.5
17309,142,403,GK,English,11/4/2016,11/6/2016,Non-Member,No,9,,,,,,4.5
17310,150,625,GK,English,11/4/2016,11/6/2016,Member,Yes,8,,,,,,4
17313,159,607,GD,English,11/4/2016,11/7/2016,Member,No,10,,,,,,5
17314,144,615,GD,English,11/4/2016,11/7/2016,Member,No,10,,,,,,5
17317,125,919,GD,English,10/30/2016,11/4/2016,Silver,Yes,6,,,,,,3
17318,147.6,1706,CK,English,11/5/2016,11/7/2016,Silver,Yes,10,,,,,,5
17319,170,907,GD,English,11/5/2016,11/6/2016,Gold,No,10,,,,,,5
17321,125,1403,GD,English,10/30/2016,11/4/2016,Non-Member,No,10,,,,,,5
17322,74.5,1105,GD,English,10/20/2016,10/24/2016,Member,No,7,,,,,,3.5
17326,162,1107,GD,English,11/3/2016,11/7/2016,Member,No,10,,,,,,5
17327,147.6,620,GD,English,11/4/2016,11/7/2016,Non-Member,No,9,,,,,,4.5
17328,147.6,1111,GK,English,11/3/2016,11/7/2016,Gold,No,10,,,,,,5
17329,215,1714,CD,English,11/1/2016,11/2/2016,Non-Member,No,10,,,,,,5
17330,149,408,GD,English,11/5/2016,11/7/2016,Non-Member,No,10,,,,,,5
17332,139,804,GK,English,11/4/2016,11/5/2016,Silver,No,10,,,,,,5
17335,74.5,1518,CK,English,11/2/2016,11/5/2016,Platinum,No,9,,,,,,4.5
17336,124.5,1407,HS,English,10/27/2016,10/30/2016,Platinum,Yes,10,,,,,,5
17337,147.6,609,GD,English,11/4/2016,11/6/2016,Member,No,5,,,,,,2.5
17338,170,719,GD,English,11/5/2016,11/6/2016,Member,No,10,,,,,,5
17339,140,409,GD,English,11/5/2016,11/6/2016,Member,No,9,,,,,,4.5
17341,174,1015,GD,English,11/6/2016,11/6/2016,Member,No,10,,,,,,5
17342,219,409,GD,English,11/2/2016,11/4/2016,Member,No,10,,,,,,5
17344,135.5,723,GK,English,10/29/2016,10/31/2016,Member,No,9,,,,,,4.5
17345,134,1525,CK,English,10/27/2016,10/30/2016,Silver,No,7,,,,,,3.5
17346,125,823,GD,English,10/30/2016,10/31/2016,Non-Member,No,10,,,,,,5
17347,170,1418,GD,English,11/1/2016,11/4/2016,Member,No,8,,,,,,4
17351,175,1420,GD,English,11/1/2016,11/3/2016,Silver,No,10,,,,,,5
17352,129,1203,GK,English,10/28/2016,10/31/2016,Member,Yes,6,,,,,,3
17354,139,217,GD,English,10/29/2016,10/30/2016,Non-Member,No,7,,,,,,3.5
17356,139,1112,GK,English,10/27/2016,10/30/2016,Member,No,10,,,,,,5
17359,129,1201,GK,English,10/27/2016,10/28/2016,Member,No,7,,,,,,3.5
17361,134,523,GK,English,10/27/2016,10/29/2016,Non-Member,No,8,,,,,,4
17362,155,219,GD,English,10/12/2016,10/16/2016,Non-Member,No,9,,,,,,4.5
17365,132,912,GK,English,10/29/2016,10/30/2016,Member,No,10,,,,,,5
17366,131.67,1415,PS,English,10/27/2016,11/1/2016,Gold,No,9,,,,,,4.5
17367,155.5,603,GK,English,10/26/2016,10/28/2016,Silver,No,10,,,,,,5
17371,126,1003,GK,English,10/29/2016,10/31/2016,Member,No,10,,,,,,5
17372,155,519,GD,English,10/11/2016,10/16/2016,Non-Member,No,9,,,,,,4.5
17373,155,207,GD,English,10/12/2016,10/16/2016,Non-Member,No,8,,,,,,4
17376,74,625,GK,English,10/27/2016,10/31/2016,Member,Yes,8,,,,,,4
17377,173,311,GK,English,10/25/2016,10/27/2016,Gold,No,10,,,,,,5
17378,159,512,GK,English,10/25/2016,10/26/2016,Silver,No,7,,,,,,3.5
17379,161,1611,CD,English,10/29/2016,10/30/2016,Silver,No,1,,,,,,0.5
17380,129,224,GK,English,10/27/2016,10/30/2016,Member,No,7,,,,,,3.5
17382,139,1622,CK,English,10/29/2016,10/30/2016,Non-Member,No,2,,,,,,1
17383,156.6,202,GK,English,10/14/2016,10/17/2016,Member,No,8,,,,,,4
17384,143,714,GD,English,10/22/2016,10/23/2016,Member,No,8,,,,,,4
17385,149,807,GK,English,10/21/2016,10/28/2016,Gold,No,8,,,,,,4
17387,131,1421,GD,English,10/28/2016,10/29/2016,Member,No,10,,,,,,5
17389,131.67,1706,CK,English,10/26/2016,10/29/2016,Platinum,Yes,8,,,,,,4
17390,155,1006,GD,English,10/12/2016,10/16/2016,Member,No,9,,,,,,4.5
17391,179,711,GD,English,10/26/2016,10/28/2016,Member,No,10,,,,,,5
17393,144,603,GK,English,10/21/2016,10/24/2016,Member,Yes,10,,,,,,5
17394,79,1410,GD,English,10/26/2016,10/28/2016,Member,No,7,,,,,,3.5
17396,159,1610,CK,English,10/23/2016,10/28/2016,Platinum,No,10,,,,,,5
17398,134,818,GD,English,10/25/2016,10/28/2016,Silver,No,9,,,,,,4.5
17400,185.5,517,GD,English,10/25/2016,10/28/2016,Silver,Yes,10,,,,,,5
17401,155,407,GD,English,10/13/2016,10/16/2016,Member,No,10,,,,,,5
17402,132,1112,GK,English,10/22/2016,10/23/2016,Member,No,9,,,,,,4.5
17403,149,412,GK,English,10/20/2016,10/23/2016,Member,No,9,,,,,,4.5
17405,159,915,GD,English,10/12/2016,10/16/2016,Silver,No,8,,,,,,4
17409,136,901,GK,English,10/23/2016,10/26/2016,Member,Yes,8,,,,,,4
17411,226,814,GD,English,10/16/2016,10/20/2016,Member,No,9,,,,,,4.5
17414,149,1616,CK,English,10/19/2016,10/21/2016,Gold,No,10,,,,,,5
17415,210,1522,CK,English,10/16/2016,10/19/2016,Member,No,5,,,,,,2.5
17418,218,1617,CK,English,10/21/2016,10/22/2016,Member,Yes,7,,,,,,3.5
17419,179,1218,GD,English,10/10/2016,10/12/2016,Non-Member,No,10,,,,,,5
17422,125,902,GK,English,10/20/2016,10/21/2016,Silver,No,1,,,,,,0.5
17426,149,1615,CK,English,10/16/2016,10/22/2016,Platinum,Yes,10,,,,,,5
17428,53,1218,GD,English,10/20/2016,10/23/2016,Member,No,8,,,,,,4
17429,135,1003,GK,English,10/22/2016,10/23/2016,Silver,Yes,10,,,,,,5
17434,125,722,GK,English,10/20/2016,10/21/2016,Member,No,6,,,,,,3
17435,135,417,GD,English,10/21/2016,10/22/2016,Member,No,10,,,,,,5
17436,189,1017,GD,English,10/20/2016,10/23/2016,Member,Yes,10,,,,,,5
17446,199,1604,CK,English,10/15/2016,10/16/2016,Gold,No,10,,,,,,5
17447,148,324,GK,English,10/21/2016,10/22/2016,Non-Member,No,9,,,,,,4.5
17449,219,1105,GD,English,10/18/2016,10/20/2016,Silver,Yes,7,,,,,,3.5
17450,204.6,1124,GK,English,10/11/2016,10/18/2016,Silver,No,7,,,,,,3.5
17452,143,204,GKA,English,10/14/2016,10/16/2016,Member,No,10,,,,,,5
17453,159,1724,CK,English,10/13/2016,10/17/2016,Non-Member,No,10,,,,,,5
17456,179,1023,GD,English,10/9/2016,10/13/2016,Member,Yes,9,,,,,,4.5
17458,179,924,GK,English,10/11/2016,10/12/2016,Member,No,10,,,,,,5
17460,172.5,1107,GD,English,10/15/2016,10/17/2016,Member,No,10,,,,,,5
17462,218,1412,GD,English,10/15/2016,10/16/2016,Member,No,9,,,,,,4.5
17464,190,422,GK,English,10/17/2016,10/21/2016,Member,No,10,,,,,,5
17465,142,1201,GK,English,10/14/2016,10/16/2016,Member,No,10,,,,,,5
17472,182,1121,GD,English,10/15/2016,10/17/2016,Non-Member,No,5,,,,,,2.5
17478,185,1401,GK,English,10/17/2016,10/18/2016,Platinum,Yes,10,,,,,,5
17479,152,623,GK,English,10/11/2016,10/12/2016,Member,No,9,,,,,,4.5
17480,159,507,GD,English,10/14/2016,10/16/2016,Non-Member,No,8,,,,,,4
17482,147.6,217,GD,English,10/13/2016,10/15/2016,Silver,No,8,,,,,,4
17483,170,1007,GD,English,10/15/2016,10/16/2016,Silver,No,10,,,,,,5
17484,152,1608,CK,English,10/9/2016,10/14/2016,Platinum,Yes,8,,,,,,4
17485,170,925,GK,English,10/10/2016,10/12/2016,Member,No,9,,,,,,4.5
17488,161.1,724,GK,English,10/7/2016,10/9/2016,Member,No,9,,,,,,4.5
17489,203,412,GK,English,10/13/2016,10/17/2016,Member,Yes,8,,,,,,4
17490,153,1722,CK,English,10/15/2016,10/17/2016,Platinum,Yes,9,,,,,,4.5
17492,173.33,1122,GK,English,10/13/2016,10/17/2016,Member,No,3,,,,,,1.5
17494,166.25,203,GK,English,10/11/2016,10/15/2016,Member,No,9,,,,,,4.5
17496,175,1408,GD,English,10/12/2016,10/13/2016,Member,No,10,,,,,,5
17497,175,222,GK,English,10/16/2016,10/17/2016,Member,No,10,,,,,,5
17499,140,606,GD,English,9/30/2016,10/3/2016,Non-Member,No,7,,,,,,3.5
17501,129,619,GD,English,10/15/2016,10/16/2016,Non-Member,No,8,,,,,,4
